East, North, Elevation
105.00, 1455.00, 450.00
105.00, 1485.00, 450.00
105.00, 1515.00, 450.00
105.00, 1545.00, 450.00
105.00, 1575.00, 450.00
105.00, 1605.00, 450.00
105.00, 1635.00, 450.00
105.00, 1665.00, 450.00
105.00, 1695.00, 450.00
105.00, 1725.00, 450.00
105.00, 1755.00, 450.00
105.00, 1785.00, 420.00
135.00, 15.00, 450.00
135.00, 45.00, 450.00
135.00, 75.00, 450.00
135.00, 105.00, 450.00
135.00, 135.00, 450.00
135.00, 165.00, 450.00
135.00, 195.00, 450.00
135.00, 225.00, 450.00
135.00, 255.00, 450.00
135.00, 285.00, 450.00
135.00, 315.00, 450.00
135.00, 345.00, 450.00
135.00, 375.00, 450.00
135.00, 405.00, 450.00
135.00, 435.00, 450.00
135.00, 465.00, 450.00
135.00, 495.00, 450.00
135.00, 525.00, 450.00
135.00, 555.00, 450.00
135.00, 585.00, 450.00
135.00, 615.00, 450.00
135.00, 645.00, 450.00
135.00, 675.00, 450.00
135.00, 705.00, 450.00
135.00, 735.00, 450.00
135.00, 765.00, 450.00
135.00, 795.00, 450.00
135.00, 825.00, 450.00
135.00, 855.00, 450.00
135.00, 885.00, 450.00
135.00, 915.00, 450.00
135.00, 945.00, 450.00
135.00, 975.00, 450.00
135.00, 1005.00, 450.00
135.00, 1035.00, 450.00
135.00, 1065.00, 450.00
135.00, 1095.00, 450.00
135.00, 1125.00, 450.00
135.00, 1155.00, 450.00
135.00, 1185.00, 450.00
135.00, 1215.00, 450.00
135.00, 1245.00, 450.00
135.00, 1275.00, 450.00
135.00, 1305.00, 450.00
135.00, 1335.00, 450.00
135.00, 1365.00, 450.00
135.00, 1395.00, 450.00
135.00, 1425.00, 450.00
135.00, 1455.00, 450.00
135.00, 1485.00, 450.00
135.00, 1515.00, 450.00
135.00, 1545.00, 450.00
135.00, 1575.00, 450.00
135.00, 1605.00, 450.00
135.00, 1635.00, 420.00
135.00, 1665.00, 420.00
135.00, 1695.00, 450.00
135.00, 1725.00, 450.00
135.00, 1755.00, 420.00
135.00, 1785.00, 420.00
165.00, 15.00, 450.00
165.00, 45.00, 450.00
165.00, 75.00, 450.00
165.00, 105.00, 450.00
165.00, 135.00, 450.00
165.00, 165.00, 450.00
165.00, 195.00, 450.00
165.00, 225.00, 450.00
165.00, 255.00, 450.00
165.00, 285.00, 450.00
165.00, 315.00, 450.00
165.00, 345.00, 450.00
165.00, 375.00, 450.00
165.00, 405.00, 450.00
165.00, 435.00, 450.00
165.00, 465.00, 450.00
165.00, 495.00, 450.00
165.00, 525.00, 450.00
165.00, 555.00, 450.00
165.00, 585.00, 450.00
165.00, 615.00, 450.00
165.00, 645.00, 450.00
165.00, 675.00, 450.00
165.00, 705.00, 450.00
165.00, 735.00, 450.00
165.00, 765.00, 450.00
165.00, 795.00, 450.00
165.00, 825.00, 450.00
165.00, 855.00, 450.00
165.00, 885.00, 450.00
165.00, 915.00, 450.00
165.00, 945.00, 450.00
165.00, 975.00, 450.00
165.00, 1005.00, 450.00
165.00, 1035.00, 450.00
165.00, 1065.00, 450.00
165.00, 1095.00, 450.00
165.00, 1125.00, 450.00
165.00, 1155.00, 450.00
165.00, 1185.00, 450.00
165.00, 1215.00, 450.00
165.00, 1245.00, 450.00
165.00, 1275.00, 450.00
165.00, 1305.00, 450.00
165.00, 1335.00, 450.00
165.00, 1365.00, 450.00
165.00, 1395.00, 450.00
165.00, 1425.00, 450.00
165.00, 1455.00, 450.00
165.00, 1485.00, 420.00
165.00, 1515.00, 420.00
165.00, 1545.00, 420.00
165.00, 1575.00, 420.00
165.00, 1605.00, 420.00
165.00, 1635.00, 420.00
165.00, 1665.00, 450.00
165.00, 1695.00, 450.00
165.00, 1725.00, 420.00
165.00, 1755.00, 420.00
165.00, 1785.00, 420.00
195.00, 15.00, 450.00
195.00, 45.00, 450.00
195.00, 75.00, 450.00
195.00, 105.00, 450.00
195.00, 135.00, 450.00
195.00, 165.00, 450.00
195.00, 195.00, 450.00
195.00, 225.00, 450.00
195.00, 255.00, 450.00
195.00, 285.00, 450.00
195.00, 315.00, 450.00
195.00, 345.00, 450.00
195.00, 375.00, 450.00
195.00, 405.00, 450.00
195.00, 435.00, 450.00
195.00, 465.00, 450.00
195.00, 495.00, 450.00
195.00, 525.00, 450.00
195.00, 555.00, 450.00
195.00, 585.00, 450.00
195.00, 615.00, 450.00
195.00, 645.00, 450.00
195.00, 675.00, 450.00
195.00, 705.00, 435.44
195.00, 735.00, 435.44
195.00, 765.00, 437.57
195.00, 795.00, 450.00
195.00, 825.00, 450.00
195.00, 855.00, 450.00
195.00, 885.00, 450.00
195.00, 915.00, 437.57
195.00, 945.00, 425.15
195.00, 975.00, 420.00
195.00, 1005.00, 420.00
195.00, 1035.00, 420.00
195.00, 1065.00, 420.00
195.00, 1095.00, 425.15
195.00, 1125.00, 437.57
195.00, 1155.00, 450.00
195.00, 1185.00, 450.00
195.00, 1215.00, 450.00
195.00, 1245.00, 450.00
195.00, 1275.00, 450.00
195.00, 1305.00, 450.00
195.00, 1335.00, 450.00
195.00, 1365.00, 450.00
195.00, 1395.00, 450.00
195.00, 1425.00, 450.00
195.00, 1455.00, 450.00
195.00, 1485.00, 420.00
195.00, 1515.00, 420.00
195.00, 1545.00, 420.00
195.00, 1575.00, 420.00
195.00, 1605.00, 420.00
195.00, 1635.00, 450.00
195.00, 1665.00, 450.00
195.00, 1695.00, 450.00
195.00, 1725.00, 420.00
195.00, 1755.00, 420.00
195.00, 1785.00, 420.00
225.00, 15.00, 450.00
225.00, 45.00, 450.00
225.00, 75.00, 450.00
225.00, 105.00, 450.00
225.00, 135.00, 450.00
225.00, 165.00, 450.00
225.00, 195.00, 450.00
225.00, 225.00, 450.00
225.00, 255.00, 450.00
225.00, 285.00, 450.00
225.00, 315.00, 450.00
225.00, 345.00, 450.00
225.00, 375.00, 450.00
225.00, 405.00, 450.00
225.00, 435.00, 450.00
225.00, 465.00, 450.00
225.00, 495.00, 450.00
225.00, 525.00, 450.00
225.00, 555.00, 450.00
225.00, 585.00, 450.00
225.00, 615.00, 450.00
225.00, 645.00, 450.00
225.00, 675.00, 450.00
225.00, 705.00, 435.44
225.00, 735.00, 407.57
225.00, 765.00, 407.57
225.00, 795.00, 420.00
225.00, 825.00, 420.00
225.00, 855.00, 425.15
225.00, 885.00, 420.00
225.00, 915.00, 407.57
225.00, 945.00, 395.15
225.00, 975.00, 390.00
225.00, 1005.00, 390.00
225.00, 1035.00, 390.00
225.00, 1065.00, 390.00
225.00, 1095.00, 395.15
225.00, 1125.00, 407.57
225.00, 1155.00, 420.00
225.00, 1185.00, 450.00
225.00, 1215.00, 450.00
225.00, 1245.00, 450.00
225.00, 1275.00, 450.00
225.00, 1305.00, 450.00
225.00, 1335.00, 450.00
225.00, 1365.00, 450.00
225.00, 1395.00, 450.00
225.00, 1425.00, 450.00
225.00, 1455.00, 450.00
225.00, 1485.00, 450.00
225.00, 1515.00, 420.00
225.00, 1545.00, 420.00
225.00, 1575.00, 420.00
225.00, 1605.00, 420.00
225.00, 1635.00, 450.00
225.00, 1665.00, 450.00
225.00, 1695.00, 420.00
225.00, 1725.00, 420.00
225.00, 1755.00, 420.00
225.00, 1785.00, 420.00
255.00, 15.00, 450.00
255.00, 45.00, 450.00
255.00, 75.00, 450.00
255.00, 105.00, 450.00
255.00, 135.00, 450.00
255.00, 165.00, 450.00
255.00, 195.00, 450.00
255.00, 225.00, 450.00
255.00, 255.00, 450.00
255.00, 285.00, 450.00
255.00, 315.00, 450.00
255.00, 345.00, 450.00
255.00, 375.00, 450.00
255.00, 405.00, 450.00
255.00, 435.00, 450.00
255.00, 465.00, 450.00
255.00, 495.00, 450.00
255.00, 525.00, 450.00
255.00, 555.00, 437.57
255.00, 585.00, 437.57
255.00, 615.00, 450.00
255.00, 645.00, 450.00
255.00, 675.00, 437.57
255.00, 705.00, 437.57
255.00, 735.00, 407.57
255.00, 765.00, 390.00
255.00, 795.00, 390.00
255.00, 825.00, 390.00
255.00, 855.00, 395.15
255.00, 885.00, 390.00
255.00, 915.00, 377.57
255.00, 945.00, 365.15
255.00, 975.00, 360.00
255.00, 1005.00, 360.00
255.00, 1035.00, 360.00
255.00, 1065.00, 360.00
255.00, 1095.00, 365.15
255.00, 1125.00, 390.00
255.00, 1155.00, 420.00
255.00, 1185.00, 450.00
255.00, 1215.00, 450.00
255.00, 1245.00, 450.00
255.00, 1275.00, 450.00
255.00, 1305.00, 450.00
255.00, 1335.00, 450.00
255.00, 1365.00, 450.00
255.00, 1395.00, 450.00
255.00, 1425.00, 450.00
255.00, 1455.00, 450.00
255.00, 1485.00, 450.00
255.00, 1515.00, 420.00
255.00, 1545.00, 420.00
255.00, 1575.00, 420.00
255.00, 1605.00, 420.00
255.00, 1635.00, 420.00
255.00, 1665.00, 420.00
255.00, 1695.00, 420.00
255.00, 1725.00, 420.00
255.00, 1755.00, 420.00
255.00, 1785.00, 420.00
285.00, 15.00, 450.00
285.00, 45.00, 450.00
285.00, 75.00, 450.00
285.00, 105.00, 450.00
285.00, 135.00, 450.00
285.00, 165.00, 450.00
285.00, 195.00, 450.00
285.00, 225.00, 450.00
285.00, 255.00, 450.00
285.00, 285.00, 450.00
285.00, 315.00, 450.00
285.00, 345.00, 450.00
285.00, 375.00, 450.00
285.00, 405.00, 450.00
285.00, 435.00, 450.00
285.00, 465.00, 450.00
285.00, 495.00, 450.00
285.00, 525.00, 450.00
285.00, 555.00, 437.57
285.00, 585.00, 437.57
285.00, 615.00, 450.00
285.00, 645.00, 420.00
285.00, 675.00, 407.57
285.00, 705.00, 407.57
285.00, 735.00, 395.15
285.00, 765.00, 377.57
285.00, 795.00, 360.00
285.00, 825.00, 360.00
285.00, 855.00, 365.15
285.00, 885.00, 360.00
285.00, 915.00, 347.57
285.00, 945.00, 335.15
285.00, 975.00, 330.00
285.00, 1005.00, 330.00
285.00, 1035.00, 330.00
285.00, 1065.00, 330.00
285.00, 1095.00, 360.00
285.00, 1125.00, 390.00
285.00, 1155.00, 420.00
285.00, 1185.00, 420.00
285.00, 1215.00, 450.00
285.00, 1245.00, 450.00
285.00, 1275.00, 450.00
285.00, 1305.00, 450.00
285.00, 1335.00, 450.00
285.00, 1365.00, 450.00
285.00, 1395.00, 450.00
285.00, 1425.00, 450.00
285.00, 1455.00, 450.00
285.00, 1485.00, 450.00
285.00, 1515.00, 450.00
285.00, 1545.00, 420.00
285.00, 1575.00, 420.00
285.00, 1605.00, 450.00
285.00, 1635.00, 420.00
285.00, 1665.00, 420.00
285.00, 1695.00, 420.00
285.00, 1725.00, 420.00
285.00, 1755.00, 420.00
285.00, 1785.00, 420.00
315.00, 15.00, 450.00
315.00, 45.00, 450.00
315.00, 75.00, 450.00
315.00, 105.00, 450.00
315.00, 135.00, 450.00
315.00, 165.00, 450.00
315.00, 195.00, 450.00
315.00, 225.00, 450.00
315.00, 255.00, 450.00
315.00, 285.00, 450.00
315.00, 315.00, 450.00
315.00, 345.00, 450.00
315.00, 375.00, 450.00
315.00, 405.00, 450.00
315.00, 435.00, 450.00
315.00, 465.00, 450.00
315.00, 495.00, 450.00
315.00, 525.00, 450.00
315.00, 555.00, 450.00
315.00, 585.00, 450.00
315.00, 615.00, 420.00
315.00, 645.00, 407.57
315.00, 675.00, 407.57
315.00, 705.00, 407.57
315.00, 735.00, 377.57
315.00, 765.00, 372.43
315.00, 795.00, 360.00
315.00, 825.00, 360.00
315.00, 855.00, 347.57
315.00, 885.00, 340.29
315.00, 915.00, 317.57
315.00, 945.00, 305.15
315.00, 975.00, 300.00
315.00, 1005.00, 300.00
315.00, 1035.00, 300.00
315.00, 1065.00, 317.57
315.00, 1095.00, 347.57
315.00, 1125.00, 377.57
315.00, 1155.00, 390.00
315.00, 1185.00, 417.87
315.00, 1215.00, 420.00
315.00, 1245.00, 427.28
315.00, 1275.00, 442.72
315.00, 1305.00, 450.00
315.00, 1335.00, 450.00
315.00, 1365.00, 450.00
315.00, 1395.00, 450.00
315.00, 1425.00, 450.00
315.00, 1455.00, 450.00
315.00, 1485.00, 450.00
315.00, 1515.00, 450.00
315.00, 1545.00, 450.00
315.00, 1575.00, 450.00
315.00, 1605.00, 450.00
315.00, 1635.00, 420.00
315.00, 1665.00, 420.00
315.00, 1695.00, 420.00
315.00, 1725.00, 420.00
315.00, 1755.00, 420.00
315.00, 1785.00, 420.00
345.00, 15.00, 450.00
345.00, 45.00, 450.00
345.00, 75.00, 450.00
345.00, 105.00, 450.00
345.00, 135.00, 450.00
345.00, 165.00, 450.00
345.00, 195.00, 450.00
345.00, 225.00, 450.00
345.00, 255.00, 450.00
345.00, 285.00, 450.00
345.00, 315.00, 450.00
345.00, 345.00, 450.00
345.00, 375.00, 450.00
345.00, 405.00, 450.00
345.00, 435.00, 450.00
345.00, 465.00, 450.00
345.00, 495.00, 450.00
345.00, 525.00, 450.00
345.00, 555.00, 450.00
345.00, 585.00, 450.00
345.00, 615.00, 420.00
345.00, 645.00, 390.00
345.00, 675.00, 390.00
345.00, 705.00, 407.57
345.00, 735.00, 377.57
345.00, 765.00, 347.57
345.00, 795.00, 347.57
345.00, 825.00, 377.57
345.00, 855.00, 347.57
345.00, 885.00, 317.57
345.00, 915.00, 297.87
345.00, 945.00, 275.15
345.00, 975.00, 270.00
345.00, 1005.00, 270.00
345.00, 1035.00, 275.15
345.00, 1065.00, 305.15
345.00, 1095.00, 335.15
345.00, 1125.00, 357.87
345.00, 1155.00, 387.87
345.00, 1185.00, 402.43
345.00, 1215.00, 402.43
345.00, 1245.00, 409.71
345.00, 1275.00, 420.00
345.00, 1305.00, 450.00
345.00, 1335.00, 450.00
345.00, 1365.00, 450.00
345.00, 1395.00, 450.00
345.00, 1425.00, 450.00
345.00, 1455.00, 450.00
345.00, 1485.00, 450.00
345.00, 1515.00, 450.00
345.00, 1545.00, 450.00
345.00, 1575.00, 450.00
345.00, 1605.00, 420.00
345.00, 1635.00, 420.00
345.00, 1665.00, 420.00
345.00, 1695.00, 420.00
345.00, 1725.00, 420.00
345.00, 1755.00, 420.00
345.00, 1785.00, 420.00
375.00, 15.00, 450.00
375.00, 45.00, 450.00
375.00, 75.00, 450.00
375.00, 105.00, 450.00
375.00, 135.00, 450.00
375.00, 165.00, 450.00
375.00, 195.00, 450.00
375.00, 225.00, 450.00
375.00, 255.00, 450.00
375.00, 285.00, 450.00
375.00, 315.00, 450.00
375.00, 345.00, 450.00
375.00, 375.00, 450.00
375.00, 405.00, 450.00
375.00, 435.00, 450.00
375.00, 465.00, 450.00
375.00, 495.00, 450.00
375.00, 525.00, 450.00
375.00, 555.00, 450.00
375.00, 585.00, 420.00
375.00, 615.00, 407.57
375.00, 645.00, 377.57
375.00, 675.00, 365.15
375.00, 705.00, 377.57
375.00, 735.00, 365.15
375.00, 765.00, 335.15
375.00, 795.00, 335.15
375.00, 825.00, 347.57
375.00, 855.00, 335.15
375.00, 885.00, 305.15
375.00, 915.00, 275.15
375.00, 945.00, 255.44
375.00, 975.00, 240.00
375.00, 1005.00, 240.00
375.00, 1035.00, 270.00
375.00, 1065.00, 300.00
375.00, 1095.00, 315.44
375.00, 1125.00, 345.44
375.00, 1155.00, 372.43
375.00, 1185.00, 402.43
375.00, 1215.00, 390.00
375.00, 1245.00, 390.00
375.00, 1275.00, 420.00
375.00, 1305.00, 450.00
375.00, 1335.00, 450.00
375.00, 1365.00, 450.00
375.00, 1395.00, 450.00
375.00, 1425.00, 450.00
375.00, 1455.00, 450.00
375.00, 1485.00, 450.00
375.00, 1515.00, 450.00
375.00, 1545.00, 450.00
375.00, 1575.00, 420.00
375.00, 1605.00, 420.00
375.00, 1635.00, 420.00
375.00, 1665.00, 420.00
375.00, 1695.00, 420.00
375.00, 1725.00, 420.00
375.00, 1755.00, 420.00
375.00, 1785.00, 420.00
405.00, 15.00, 450.00
405.00, 45.00, 450.00
405.00, 75.00, 450.00
405.00, 105.00, 450.00
405.00, 135.00, 450.00
405.00, 165.00, 450.00
405.00, 195.00, 450.00
405.00, 225.00, 450.00
405.00, 255.00, 450.00
405.00, 285.00, 450.00
405.00, 315.00, 450.00
405.00, 345.00, 450.00
405.00, 375.00, 450.00
405.00, 405.00, 450.00
405.00, 435.00, 450.00
405.00, 465.00, 450.00
405.00, 495.00, 450.00
405.00, 525.00, 450.00
405.00, 555.00, 450.00
405.00, 585.00, 420.00
405.00, 615.00, 390.00
405.00, 645.00, 365.15
405.00, 675.00, 360.00
405.00, 705.00, 347.57
405.00, 735.00, 335.15
405.00, 765.00, 335.15
405.00, 795.00, 330.00
405.00, 825.00, 317.57
405.00, 855.00, 305.15
405.00, 885.00, 292.72
405.00, 915.00, 262.72
405.00, 945.00, 232.72
405.00, 975.00, 227.57
405.00, 1005.00, 227.57
405.00, 1035.00, 257.57
405.00, 1065.00, 275.15
405.00, 1095.00, 305.15
405.00, 1125.00, 330.00
405.00, 1155.00, 360.00
405.00, 1185.00, 372.43
405.00, 1215.00, 384.85
405.00, 1245.00, 384.85
405.00, 1275.00, 412.72
405.00, 1305.00, 425.15
405.00, 1335.00, 425.15
405.00, 1365.00, 450.00
405.00, 1395.00, 450.00
405.00, 1425.00, 450.00
405.00, 1455.00, 450.00
405.00, 1485.00, 450.00
405.00, 1515.00, 450.00
405.00, 1545.00, 420.00
405.00, 1575.00, 420.00
405.00, 1605.00, 420.00
405.00, 1635.00, 420.00
405.00, 1665.00, 420.00
405.00, 1695.00, 420.00
405.00, 1725.00, 420.00
405.00, 1755.00, 420.00
405.00, 1785.00, 420.00
435.00, 15.00, 450.00
435.00, 45.00, 450.00
435.00, 75.00, 450.00
435.00, 105.00, 450.00
435.00, 135.00, 450.00
435.00, 165.00, 450.00
435.00, 195.00, 450.00
435.00, 225.00, 450.00
435.00, 255.00, 450.00
435.00, 285.00, 450.00
435.00, 315.00, 450.00
435.00, 345.00, 450.00
435.00, 375.00, 450.00
435.00, 405.00, 450.00
435.00, 435.00, 450.00
435.00, 465.00, 450.00
435.00, 495.00, 450.00
435.00, 525.00, 450.00
435.00, 555.00, 420.00
435.00, 585.00, 412.72
435.00, 615.00, 382.72
435.00, 645.00, 365.15
435.00, 675.00, 360.00
435.00, 705.00, 330.00
435.00, 735.00, 322.72
435.00, 765.00, 312.43
435.00, 795.00, 312.43
435.00, 825.00, 287.57
435.00, 855.00, 275.15
435.00, 885.00, 262.72
435.00, 915.00, 250.29
435.00, 945.00, 220.29
435.00, 975.00, 215.15
435.00, 1005.00, 215.15
435.00, 1035.00, 240.00
435.00, 1065.00, 262.72
435.00, 1095.00, 287.57
435.00, 1125.00, 317.57
435.00, 1155.00, 330.00
435.00, 1185.00, 354.85
435.00, 1215.00, 354.85
435.00, 1245.00, 370.29
435.00, 1275.00, 382.72
435.00, 1305.00, 395.15
435.00, 1335.00, 407.57
435.00, 1365.00, 422.13
435.00, 1395.00, 439.71
435.00, 1425.00, 450.00
435.00, 1455.00, 450.00
435.00, 1485.00, 450.00
435.00, 1515.00, 450.00
435.00, 1545.00, 420.00
435.00, 1575.00, 420.00
435.00, 1605.00, 420.00
435.00, 1635.00, 420.00
435.00, 1665.00, 420.00
435.00, 1695.00, 420.00
435.00, 1725.00, 420.00
435.00, 1755.00, 420.00
435.00, 1785.00, 420.00
465.00, 15.00, 450.00
465.00, 45.00, 450.00
465.00, 75.00, 450.00
465.00, 105.00, 450.00
465.00, 135.00, 450.00
465.00, 165.00, 450.00
465.00, 195.00, 450.00
465.00, 225.00, 450.00
465.00, 255.00, 450.00
465.00, 285.00, 450.00
465.00, 315.00, 450.00
465.00, 345.00, 450.00
465.00, 375.00, 450.00
465.00, 405.00, 450.00
465.00, 435.00, 450.00
465.00, 465.00, 450.00
465.00, 495.00, 420.00
465.00, 525.00, 420.00
465.00, 555.00, 407.57
465.00, 585.00, 407.57
465.00, 615.00, 377.57
465.00, 645.00, 365.15
465.00, 675.00, 335.15
465.00, 705.00, 324.85
465.00, 735.00, 294.85
465.00, 765.00, 294.85
465.00, 795.00, 312.43
465.00, 825.00, 282.43
465.00, 855.00, 252.43
465.00, 885.00, 245.15
465.00, 915.00, 245.15
465.00, 945.00, 215.15
465.00, 975.00, 197.57
465.00, 1005.00, 197.57
465.00, 1035.00, 220.29
465.00, 1065.00, 245.15
465.00, 1095.00, 275.15
465.00, 1125.00, 287.57
465.00, 1155.00, 312.43
465.00, 1185.00, 324.85
465.00, 1215.00, 327.87
465.00, 1245.00, 349.71
465.00, 1275.00, 352.72
465.00, 1305.00, 365.15
465.00, 1335.00, 379.71
465.00, 1365.00, 409.71
465.00, 1395.00, 439.71
465.00, 1425.00, 450.00
465.00, 1455.00, 450.00
465.00, 1485.00, 450.00
465.00, 1515.00, 450.00
465.00, 1545.00, 420.00
465.00, 1575.00, 420.00
465.00, 1605.00, 420.00
465.00, 1635.00, 420.00
465.00, 1665.00, 420.00
465.00, 1695.00, 420.00
465.00, 1725.00, 420.00
465.00, 1755.00, 420.00
465.00, 1785.00, 420.00
495.00, 15.00, 450.00
495.00, 45.00, 450.00
495.00, 75.00, 450.00
495.00, 105.00, 450.00
495.00, 135.00, 450.00
495.00, 165.00, 450.00
495.00, 195.00, 450.00
